,D1,D2,D3,CPU_times,Model_build_times
0,640,1,10,1263.60316157341,3.819756507873535
1,64,10,10,466.035361289978,0.4557313919067383
2,32,20,10,421.49418926239014,0.8578987121582031
3,16,40,10,401.6962606906891,1.6638312339782715
4,8,80,10,396.9554080963135,3.2820346355438232
5,4,160,10,410.74561858177185,6.506723880767822
6,2,320,10,472.64540553092957,14.621883392333984
7,1,640,10,646.067328453064,29.911118268966675
